    0,4290
    0,4430
    0,4510
    0,4550
    0,4400
    0,4330
    0,4230
    0,4120
    0,4110
    0,4260
    0,4360
    0,4410
    0,4460
    0,4430
    0,4370
    0,4260
    0,4270
    0,4310
    0,4360
    0,4320
    0,4330
    0,4240
    0,4200
    0,4160
    0,4050
    0,4080
    0,4140
    0,4170
    0,4000
    0,4040
    0,3960
    0,3930
    0,3890
    0,4090
    0,4090
    0,4130
    0,4030
    0,4020
    0,3890
    0,3920
    0,3830
    0,3890
    0,3860
    0,3950
    0,4000
    0,4120
    0,4110
    0,4140
    0,4120
    0,4040
    0,4010
    0,4060
    0,4070
    0,4100
    0,4100
    0,4090
    0,4070
    0,4070
    0,4020
    0,4090
    0,4030
    0,3980
    0,3970
    0,3960
    0,3920
    0,3910
    0,3950
    0,3910
    0,3870
    0,3890
    0,3990
    0,3960
    0,3920
    0,3910
    0,3880
    0,3950
    0,4050
    0,4140
    0,4250
    0,4330
    0,4230
    0,4170
    0,4320
    0,4300
    0,4180
    0,4200
    0,4180
    0,4040
    0,4030
    0,4180
    0,4190
    0,4170
    0,4180
    0,4200
    0,4170
    0,4210
    0,4220
    0,4280
    0,4290
    0,4280
    0,4210
    0,4220
    0,4120
    0,4050
    0,4050
    0,4110
    0,4070
    0,4110
    0,4130
    0,4090
    0,4050
    0,4080
    0,4020
    0,3980
    0,3960
    0,3920
    0,3910
    0,3990
    0,4070
    0,4060
    0,3930
    0,3870
    0,3860
    0,3830
    0,3890
    0,3930
    0,3960
    0,3870
    0,3800
    0,3590
    0,3610
    0,3750
    0,3990
    0,4060
    0,4170
    0,4210
    0,4070
    0,3840
    0,3930
    0,4100
    0,4090
    0,4130
    0,4100
    0,3980
    0,3820
    0,3810
    0,3760
    0,3890
    0,3950
    0,3970
    0,4010
    0,4040
    0,4010
    0,3930
    0,4010
    0,3990
    0,4000
    0,4020
    0,3990
    0,3970
    0,3980
    0,3990
    0,3880
    0,3890
    0,3790
    0,3840
    0,3940
    0,4020
    0,3950
    0,3980
    0,3910
    0,3750
    0,3750
    0,3930
    0,3940
    0,3890
    0,3910
    0,3850
